product_id,revenue
bb50f2e236e5eea0100680137654686c,41304.06
d6160fb7873f184099d9bc95e30376af,36556.66
d1c427060a0f73f6b889a5c7c61f2ac4,30510.73
99a4788cb24856965c36a24e339b6058,29781.97
6cdd53843498f92890544667809f1595,29051.179999999997
f819f0c84a64f02d3a5606ca95edd272,26343.510000000002
5f504b3a1c75b73d6151be81eb05bdc9,25279.77
3dd2a17168ec895c781a9191c1e95ad7,24559.91
aca2eb7d00ea1a7b8ebd4e68314663af,24498.2
53b36df67ebb7c41585e8d54d6772e08,20692.940000000002
