seller_id,revenue
4869f7a5dfa277a7dca6462dcf3b52b2,144575.54
53243585a1d6dc2643021fd1853d8905,131847.13
4a3ca9315b744ce9f8e9374361493884,128795.29000000001
7c67e1448b00f6e969d365cea6b010ab,128707.75
fa1c13f2614d7b5c4749cbc52fecda94,118227.31
da8622b14eb17ae2831f4ac5b9dab84a,107425.26000000001
1025f0e2d44d7041d6cf58b6550e0bfa,94178.91
7a67c85e85bb2ce8582c35f2203ad736,91055.56
7e93a43ef30c4f03f38b393420bc753a,89360.17
955fee9216a65b617aa5c0531780ce60,87128.78
